Title,,,,Section,Sub,,Class,,,,Cat,,Deg,,NCIC,,,Printable,,,UCR  Code,,,IBR Code,Effective Date,,,,Short Description,,,Full Description
ECL,,,13-0323,,,,,,V,,,0,,,,6299,,N,99,,,90Z,,,,09/01/1972,,,,SHELLFISH VIO,,Prohibited Acts Oysters
ECL,,,13-0325,,,,,,V,,,0,,,,6299,,N,99,,,90Z,,,,09/01/1972,,,,SHELLFISH VIO,,Prohibited Acts Clams
ECL,,,13-0327,,,,,,V,,,0,,,,6299,,N,99,,,90Z,,,,09/01/1972,,,,SHELLFISH VIO,,Prohibited Acts Scallops
ECL,,,13-0329,,,,,U,M,,,0,,,,6299,,N,99,,,90Z,,,,09/01/1972,,,,SHELLFISH VIO,,Prohibited Acts Lobsters
ECL,,,13-0329,,,,,E,F,,,0,,,,6299,,Y,99,,,90Z,,,,11/01/1988,,,,FISHING VIOL,,Lobsters- Permits/Prohibited Acts
ECL,,,13-0331,,,,,,V,,,0,,,,6299,,N,99,,,90Z,,,,09/01/1972,,,,SHELLFISH VIO,,Prohibited Acts Crabs
ECL,,,13-0339,,,,,,V,,,0,,,,6299,,N,99,,,90Z,,,,09/01/1972,,,,MARINE FISH VIO,,Violation Size Limits/Sale Marine Fish
ECL,,,13-0341,,,,,,V,,,0,,,,6299,,N,99,,,90Z,,,,09/01/1972,,,,MARIN FSHRY VIO,,Using Trawls In Prohibited Area
ECL,,,13-0343,,,,,,V,,,0,,,,6299,,N,99,,,90Z,,,,09/01/1972,,,,MARINE NET VIOL,,Use Of Nets In Restricted Waters
ECL,,,13-0345,,,,,,V,,,0,,,,6299,,N,99,,,90Z,,,,09/01/1972,,,,WATR POLLTN VIO,,Pollution Of Marine Waters
ECL,,,15-0313,,,,,,V,,,0,,,,6299,,N,99,,,90Z,,,,09/01/1972,,,,WATER POLLUTION,,Unlawful Use Chemical To Control Aqua-vegetable
ECL,,,15-0501,,,,,U,M,,,0,,,,6299,,N,99,,,90Z,,,,09/01/1972,,,,WATR PROT VIO,,Disturbing Stream Bed Without Permit
ECL,,,15-0501,,01,,,U,M,,,0,,,,6299,,Y,43,,,90Z,,,,09/01/1972,,,,WATER PROT VIOL,,Disturbing Stream Bed Without Permit
ECL,,,15-0501,,01,,,,V,,,0,,,,6299,,N,43,,,90Z,,,,09/01/1972,,,,WATER PROT VIOL,,Disturbing Stream Bed Without Permit
ECL,,,15-0501,,,,,,V,,,0,,,,6299,,N,43,,,90Z,,,,09/01/1972,,,,WATER PROT VIOL,,Disturbing Stream Bed Without Permit
ECL,,,15-0503,,,,,,V,,,0,,,,6299,,N,43,,,90Z,,,,09/01/1972,,,,WATR RESRCS VIO,,Erecting Dam/Wharf Without Permit
ECL,,,15-0503,,,,,U,M,,,0,,,,6299,,N,99,,,90Z,,,,09/01/1972,,,,WATR RESRCS VIO,,Erecting Dam/Wharf Without Permit
ECL,,,15-0503,,01,,,U,M,,,0,,,,6299,,N,43,,,90Z,,,,09/01/1972,,,,WATR RESRCS VIO,,Erecting Dam/Wharf Without Permit
ECL,,,15-0503,,01,,,,V,,,0,,,,6299,,N,43,,,90Z,,,,09/01/1972,,,,WATR RESRCS VIO,,Erecting Dam/Wharf Without Permit
ECL,,,15-0505,,,,,,V,,,0,,,,6299,,N,43,,,90Z,,,,09/01/1972,,,,WATR RESRCS VIO,,Excavate/Fill Navigable Stream Without Permit
ECL,,,15-0505,,,,,U,M,,,0,,,,6299,,N,99,,,90Z,,,,09/01/1972,,,,WATR RESRCS VIO,,Excavate/Fill Navigable Stream Without Permit
ECL,,,15-0505,,01,,,,V,,,0,,,,6299,,N,43,,,90Z,,,,09/01/1972,,,,WATR RESRCS VIO,,Excavate/Fill Navigable Stream Without Permit
ECL,,,15-0505,,01,,,U,M,,,0,,,,6299,,N,43,,,90Z,,,,09/01/1972,,,,WATR RESRCS VIO,,Excavate/Fill Navigable Stream Without Permit
ECL,,,15-1525,,,,,,V,,,0,,,,6299,,N,99,,,90Z,,,,09/01/1977,,,,WATR RESRCS VIO,,Drilling Well Without Registration Certificate
ECL,,,15-1745,,,,,,V,,,0,,,,6299,,N,99,,,90Z,,,,09/01/1972,,,,WATR RESRCS VIO,,Prohibited Diversion Of Water
ECL,,,15-1747,,,,,,V,,,0,,,,6299,,N,99,,,90Z,,,,09/02/1977,,,,WATR RESRCS VIO,,False Entry Statement Or Report
ECL,,,15-1947,,,,,,V,,,0,,,,6299,,N,99,,,90Z,,,,09/01/1972,,,,INTRF DRAIN WRK,,Unlawful Interference With Drainage Works
ECL,,,15-2133,,,,,,V,,,0,,,,6299,,N,99,,,90Z,,,,09/01/1972,,,,DRAW RES WATER,,Unauthorized Changing Reservoir Levels
ECL,,,15-2315,,,,,,V,,,0,,,,6299,,N,99,,,90Z,,,,09/01/1972,,,,UNL INTRF-IMPRV,,Unlawful Interfere With Improvement Project
ECL,,,17-0501,,,,,E,F,,,0,,,,6205,,Y,43,,,90Z,,,,09/01/1972,,,,POLLUTION FEL,,Violation Pollution Standards- Prev Conviction
ECL,,,17-0501,,,,,U,M,,,0,,,,6205,,Y,43,,,90Z,,,,09/01/1972,,,,POLLUTION MISD,,Violation Pollution Standards-1st Offense
ECL,,,17-0503,,02,,,U,M,,,0,,,,6205,,Y,43,,,90Z,,,,09/01/1972,,,,POLLUTION VIOL,,Pollute Marine District Solid Waste-1st Offense
ECL,,,17-0503,,,,,U,M,,,0,,,,6205,,Y,43,,,90Z,,,,09/01/1972,,,,POLLUTION VIO,,Pollute Marine Diststrict Waters-1st Offense
ECL,,,17-0503,,,,,E,F,,,0,,,,6205,,Y,43,,,90Z,,,,09/01/1972,,,,POLLUTION VIOL,,Pollute Marine District Waters-Previous Conviction
ECL,,,17-0503,,01,,,E,F,,,0,,,,6205,,Y,43,,,90Z,,,,09/01/1972,,,,POLLUTION VIOL,,Pollute Marine District Liquid Waste-Previous Conviction
ECL,,,17-0503,,01,,,U,M,,,0,,,,6205,,Y,43,,,90Z,,,,09/01/1972,,,,POLLUTION VIOL,,Pollute Marine District Liquid Waste-1st Offense
ECL,,,17-0503,,02,,,E,F,,,0,,,,6205,,Y,43,,,90Z,,,,09/01/1972,,,,POLLUTION VIOL,,Pollute Marine District Solid Waste-Previous Conviction
ECL,,,17-0505,,,,,U,M,,,0,,,,6204,,Y,43,,,90Z,,,,09/01/1972,,,,NO SPDES PERMIT,,Failure To Obtain SPDES Permit-1st Offense
ECL,,,17-0505,,,,,E,F,,,0,,,,6204,,Y,43,,,90Z,,,,09/01/1972,,,,NO SPDES PERMIT,,Failure To Obtain SPDES Permit-Previous Conviction
ECL,,,17-0507,,,,,U,M,,,0,,,,6204,,Y,43,,,90Z,,,,09/01/1972,,,,NO SPDES PERMIT,,Modify Discharge Without Permit-1st Offense
ECL,,,17-0507,,,,,E,F,,,0,,,,6204,,Y,43,,,90Z,,,,09/01/1972,,,,NO SPDES PERMIT,,Modify Discharge Without Permit-Previous Conviction
ECL,,,17-0511,,,,,E,F,,,0,,,,6205,,Y,43,,,90Z,,,,09/01/1972,,,,POLLUTION VIOL,,Discharge Waste In Violation Regulations-Previous Conviction
ECL,,,17-0511,,,,,U,M,,,0,,,,6205,,Y,43,,,90Z,,,,09/01/1972,,,,POLLUTION VIO,,Discharge Waste In Violation Regulations-1st Offense
ECL,,,17-0701,,01A,,,A,M,,,0,,,,6204,,N,43,,,90Z,,,,07/29/1988,,,,NO SPDES PERMIT,,Discharge Waste Without SPDES Permit
ECL,,,17-0701,,01A,,,E,F,,,0,,,,6204,,Y,43,,,90Z,,,,07/29/1988,,,,SPDES PMT VIOL,,Discharge Waste Without SPDES Permit
ECL,,,17-0701,,01A,,,C,F,,,0,,,,6204,,Y,43,,,90Z,,,,07/29/1988,,,,SPDES PMT VIOL,,Discharge Waste Cause Personal Injury
ECL,,,17-0701,,01B,,,A,M,,,0,,,,6204,,N,43,,,90Z,,,,07/29/1988,,,,SPDES PMT VIOL,,Construct/Operate System Without SPDES Permit
ECL,,,17-0701,,01B,,,E,F,,,0,,,,6204,,Y,43,,,90Z,,,,07/29/1988,,,,SPDES PMT VIOL,,Construct/Operate System Without SPDES Permit
ECL,,,17-0701,,01C,,,C,F,,,0,,,,6204,,Y,43,,,90Z,,,,07/29/1988,,,,SPDES PMT VIOL,,Increase Discharge Cause Personal Injury
ECL,,,17-0701,,01C,,,E,F,,,0,,,,6204,,Y,43,,,90Z,,,,07/29/1988,,,,SPDES PMT VIOL,,Increase Discharge Without SPDES Permit
ECL,,,17-0701,,01B,,,C,F,,,0,,,,6204,,Y,43,,,90Z,,,,07/29/1988,,,,SPDES PMT VIOL,,Construct/Operate System Cause Personal Injury
ECL,,,17-0701,,,,,A,M,,,0,,,,6204,,N,43,,,90Z,,,,07/29/1988,,,,SPDES PMT VIOL,,SPDES Permit Violation
ECL,,,17-0701,,,,,E,F,,,0,,,,6204,,Y,43,,,90Z,,,,07/29/1988,,,,SPDES PMT VIOL,,SPDES Permit Violation
ECL,,,17-0701,,,,,C,F,,,0,,,,6204,,Y,43,,,90Z,,,,07/29/1988,,,,SPDES PMT VIOL,,SPDES Permit Violation
ECL,,,17-0701,,03A,,,A,M,,,0,,,,6204,,N,43,,,90Z,,,,07/29/1988,,,,SPDES PMT VIOL,,Failure Submit Nuc Safety Analysis
ECL,,,17-0701,,01C,,,A,M,,,0,,,,6204,,N,43,,,90Z,,,,07/29/1988,,,,SPDES PMT VIOL,,Increase Discharge Without SPDES Permit
ECL,,,17-0803,,,,,A,M,,,0,,,,6205,,N,43,,,90Z,,,,07/29/1988,,,,POLLUTION VIOL,,Discharge Pollutants Without SPDES Permit
ECL,,,17-0803,,,,,C,F,,,0,,,,6205,,Y,43,,,90Z,,,,07/29/1988,,,,POLLUTION VIOL,,Discharge Pollutants Without SPDES Permit
ECL,,,17-0803,,,,,E,F,,,0,,,,6205,,Y,43,,,90Z,,,,07/29/1988,,,,POLLUTION VIOL,,Discharge Pollutants Without SPDES Permit
ECL,,,17-0807,,04,,,E,F,,,0,,,,6205,,Y,43,,,90Z,,,,07/29/1988,,,,POLLUTION VIOL,,Discharge Prohibited By ECL Regulations
ECL,,,17-0807,,01,,,A,M,,,0,,,,6205,,N,43,,,90Z,,,,07/29/1988,,,,POLLUTION VIOL,,Prohibited Discharge Of Chemical/Biological/Radioactive Waste
ECL,,,17-0807,,03,,,E,F,,,0,,,,6205,,Y,43,,,90Z,,,,07/29/1988,,,,POLLUTION VIOL,,Discharge Prohibited By Federal Regulations
ECL,,,17-0807,,01,,,C,F,,,0,,,,6205,,Y,43,,,90Z,,,,07/29/1988,,,,POLLUTION VIOL,,Prohibited Discharge Of Chemical/Biological/Radioactive Waste
ECL,,,17-0807,,03,,,C,F,,,0,,,,6205,,Y,43,,,90Z,,,,07/29/1988,,,,POLLUTION VIOL,,Discharge Prohibited By Federal Regulations
ECL,,,17-0807,,04,,,A,M,,,0,,,,6205,,N,43,,,90Z,,,,07/29/1988,,,,POLLUTION VIOL,,Discharge Prohibited By ECL Regulations
ECL,,,17-0807,,04,,,C,F,,,0,,,,6205,,Y,43,,,90Z,,,,07/29/1988,,,,POLLUTION VIOL,,Discharge Prohibited By ECL Regulations
ECL,,,17-0807,,02,,,C,F,,,0,,,,6205,,Y,43,,,90Z,,,,07/29/1988,,,,POLLUTION VIOL,,Prohibited Discharge-Impair Anchorage/Navigation
ECL,,,17-0807,,02,,,A,M,,,0,,,,6205,,N,43,,,90Z,,,,07/29/1988,,,,POLLUTION VIOL,,Prohibited Discharge-Impair Anchorage/Navigation
ECL,,,17-0807,,01,,,E,F,,,0,,,,6205,,Y,43,,,90Z,,,,07/29/1988,,,,POLLUTION VIOL,,Prohibited Discharge Of Chemical/Biological/Radioactive Waste
ECL,,,17-0807,,,,,C,F,,,0,,,,6205,,Y,43,,,90Z,,,,07/29/1988,,,,POLLUTION VIOL,,Prohibited Discharges-Pollutants
ECL,,,17-0807,,,,,E,F,,,0,,,,6205,,Y,43,,,90Z,,,,07/29/1988,,,,POLLUTON VIOL,,Prohibited Discharges- Pollutants
ECL,,,17-0807,,,,,A,M,,,0,,,,6205,,N,43,,,90Z,,,,07/29/1988,,,,POLLUTION VIOL,,Prohibited Discharges-Pollutants
ECL,,,17-0807,,02,,,E,F,,,0,,,,6205,,Y,43,,,90Z,,,,07/29/1988,,,,POLLUTION VIOL,,Prohibited Discharge-Impair Anchorage/Navigation
ECL,,,17-0807,,03,,,A,M,,,0,,,,6205,,N,43,,,90Z,,,,07/29/1988,,,,POLLUTION VIOL,,Discharge Prohibited By Federal Regulations
ECL,,,17-0825,,,,,A,M,,,0,,,,6205,,N,43,,,90Z,,,,09/01/1973,,,,POLLUTION VIOL,,Unlawful Discharge Industrial Waste
ECL,,,17-0825,,,,,E,F,,,0,,,,6205,,Y,43,,,90Z,,,,09/01/1973,,,,POLLUTION VIOL,,Unlawful Discharge Industrial Waste
ECL,,,17-0825,,,,,C,F,,,0,,,,6205,,Y,43,,,90Z,,,,09/01/1973,,,,POLLUTION VIOL,,Unlawful Discharge Industrial Waste
ECL,,,17-0825,,,,,U,M,,,0,,,,6205,,Y,43,,,90Z,,,,09/01/1973,,,,POLLUTION VIOL,,Unlawful Discharge Industrial Waste-1st Offense
ECL,,,17-1009,,03,,,E,F,,,0,,,,6204,,Y,43,,,90Z,,,,09/01/1983,,,,PETRO STRGE VIO,,Failure To Notify Alteration/Replacement Tank-Previous Conviction
ECL,,,17-1009,,02,,,E,F,,,0,,,,6204,,Y,43,,,90Z,,,,09/01/1983,,,,PETRO STRGE VIO,,Petroleum Storage Failure To Register-Previous Conviction
ECL,,,17-1009,,02,,,U,M,,,0,,,,6204,,Y,43,,,90Z,,,,09/01/1983,,,,PETRO STRGE VIO,,Petroleum Storage Failure To Register-1st Offense
ECL,,,17-1009,,,,,U,M,,,0,,,,6204,,Y,43,,,90Z,,,,09/01/1983,,,,PETRO STRGE VIO,,Registration Violation-Petroleum Storage-1st Offense
ECL,,,17-1009,,,,,E,F,,,0,,,,6204,,Y,43,,,90Z,,,,09/01/1983,,,,PETRO STRGE VIO,,Registration Violation-Petroleum Storage-Previous Conviction
ECL,,,17-1009,,03,,,U,M,,,0,,,,6204,,Y,43,,,90Z,,,,09/01/1983,,,,PETRO STRGE VIO,,Failure To Notify Alteration/ReplacementTank-1st Offense
ECL,,,17-1011,,02,,,E,F,,,0,,,,6204,,Y,43,,,90Z,,,,09/01/1983,,,,PETRO STRGE VIO,,Failure To Provide Access To Facility-Previous Conviction
ECL,,,17-1011,,02,,,U,M,,,0,,,,6204,,Y,43,,,90Z,,,,09/01/1983,,,,PETRO STRGE VIO,,Failure To Provide Access To Facility-1st Offense
ECL,,,17-1011,,01,,,U,M,,,0,,,,6204,,Y,43,,,90Z,,,,09/01/1983,,,,PETRO STRGE VIO,,Failure To Provide Access To Records-1st Offense
ECL,,,17-1011,,,,,E,F,,,0,,,,6204,,Y,43,,,90Z,,,,09/01/1983,,,,PETRO STRGE VIO,,Petroleum Storage-Records Violation-Previous Conviction
ECL,,,17-1011,,,,,U,M,,,0,,,,6204,,Y,43,,,90Z,,,,09/01/1983,,,,PETRO STRGE VIO,,Petroleum Storage Records Violation-1st Offense
ECL,,,17-1011,,01,,,E,F,,,0,,,,6204,,Y,43,,,90Z,,,,09/01/1983,,,,PETRO STRGE VIO,,Failure To Provide Access To Records-Previous Conviction
ECL,,,17-1015,,03,,,E,F,,,0,,,,6204,,Y,43,,,90Z,,,,,,,,PETRO STRGE VIO,,Illegal Construction/Operation Petroleum Storage Facility
ECL,,,17-1015,,03,,,U,M,,,0,,,,6204,,N,43,,,90Z,,,,,,,,PETRO STRGE VIO,,Illegal Construction/Operation Petroleum Storage Facility
ECL,,,17-1703,,,,,A,M,,,0,,,,6205,,N,99,,,90Z,,,,09/01/1972,,,,CONTM SLT WELLS,,Contamination Of Salt Wells
ECL,,,17-1704,,,,,U,M,,,0,,,,6205,,N,99,,,90Z,,,,,,,,SEWAGE DSCH VIO,,Illegal Sewage Discharge Into Owasco Lake
ECL,,,17-1709,,01,,,U,M,,,0,,,,6205,,N,43,,,90Z,,,,09/01/1972,,,,SEWAGE DIS CIOL,,Sewage Discharge Into Lake George
ECL,,,17-1709,,,,,U,M,,,0,,,,6205,,N,99,,,90Z,,,,09/01/1972,,,,SEWAGE DSCH VIO,,Sewage Discharge Into Lake George
ECL,,,17-1710,,,,,U,M,,,0,,,,6205,,N,99,,,90Z,,,,,,,,POLLUTION VIO,,Deposit Of Garbage Into Owasco Lake Watershed
ECL,,,17-1711,,,,,,V,,,0,,,,6205,,N,99,,,90Z,,,,09/01/1972,,,,POLLUTION VIO,,Depositing Garbage Into Lake George
ECL,,,17-1743,,,,,U,M,,,0,,,,6299,,N,99,,,90Z,,,,06/05/1973,,,,POLLUTION VIOL,,Failure To Report Bulk Spills
ECL,,,19-0304,,,,,E,F,,,0,,,,5599,,Y,43,,,90Z,,,,11/01/1984,,,,AIR POLUTN VIOL,,Violation Burn Hazardous Wastes-2nd Offense
ECL,,,19-0304,,,,,U,M,,,0,,,,5599,,Y,43,,,90Z,,,,11/01/1984,,,,AIR POLUTN VIOL,,Violation Burn Hazardous Wastes-1st Offense
ECL,,,19-0509,,,,,U,M,,,0,,,,5599,,N,99,,,90Z,,,,09/01/1972,,,,AIR POLUTN VIOL,,Violation Air Pollution Controlled Regs
ECL,,,27-0305,,12,,,,V,,,0,,,,5599,,N,43,,,90Z,,,,06/22/1989,,,,MED WASTE VIOL,,Transport Regulated Medical Waste Without Permit
ECL,,,27-0905,,03,,,E,F,,,0,,,,5599,,Y,43,,,90Z,,,,09/01/1978,,,,HAZ WASTE VIOL,,Hazardous Waste Facilities Manifest Violation-Previous Conviction
ECL,,,27-0905,,03,,,U,M,,,0,,,,5599,,Y,43,,,90Z,,,,09/01/1978,,,,HAZ WASTE VIOL,,Hazardous Waste Facilities Manifest Violation-1st Offense
ECL,,,27-0905,,02,,,U,M,,,0,,,,5599,,Y,43,,,90Z,,,,09/01/1978,,,,HAZ WASTE VIOL,,Hazardous Waste False Cargo Manifest-1st Offense
ECL,,,27-0905,,01,,,U,M,,,0,,,,5599,,Y,43,,,90Z,,,,09/01/1978,,,,HAZ WASTE VIOL,,Hazardous Waste-Improper Manifest-1st Offense
ECL,,,27-0905,,,,,U,M,,,0,,,,5599,,Y,43,,,90Z,,,,09/01/1978,,,,HAZ WASTE VIOL,,Unspecified Manifest Violation-1st Offense
ECL,,,27-0905,,02,,,E,F,,,0,,,,5599,,Y,43,,,90Z,,,,09/01/1978,,,,HAZ WASTE VIOL,,Hazardous Waste False Cargo Manifest-Previous Conviction
ECL,,,27-0905,,,,,E,F,,,0,,,,5599,,Y,43,,,90Z,,,,09/01/1978,,,,HAZ WASTE VIOL,,Unspecd Manifest Violation-Previous Conviction
ECL,,,27-0905,,01,,,E,F,,,0,,,,5599,,Y,43,,,90Z,,,,09/01/1978,,,,HAZ WASTE VIOL,,Hazardous Waste Improper Manifest Previous Conviction
ECL,,,27-0909,,06,,,E,F,,,0,,,,5599,,Y,43,,,90Z,,,,11/18/1986,,,,HAZ WASTE VIOL,,Hazardous Waste Transport Standards Violation-Prior Conviction
ECL,,,27-0909,,06,,,U,M,,,0,,,,5599,,Y,43,,,90Z,,,,11/18/1986,,,,HAZ WASTE VIOL,,Hazardous Waste Transport Standards Violation-1st Offense
ECL,,,27-0913,,,,,E,F,,,0,,,,5599,,Y,43,,,90Z,,,,09/01/1978,,,,HAZ WASTE VIOL,,Process Hazardous Waste Without Permit-Previous Conviction
ECL,,,27-0913,,02,,,U,M,,,0,,,,5599,,Y,43,,,90Z,,,,09/01/1978,,,,HAZ WASTE VIOL,,Transport Hazardous Waste Without Permit-1st Offense
ECL,,,27-0913,,02,,,E,F,,,0,,,,5599,,Y,43,,,90Z,,,,09/01/1978,,,,HAZ WASTE VIOL,,Transport Hazardous Waste Without Permit-Previous Conviction
ECL,,,27-0913,,01,,,U,M,,,0,,,,5599,,Y,43,,,90Z,,,,09/01/1978,,,,HAZ WASTE VIOL,,Store/Transport/Dispose Hazardous Waste W/O Permit-1st Offense
ECL,,,27-0913,,01,,,E,F,,,0,,,,5599,,Y,43,,,90Z,,,,09/01/1978,,,,HAZ WASTE VIOL,,Store/Transport/Dispose Hazardous Waste W/O Permit-Previous Conviction
ECL,,,27-0913,,,,,U,M,,,0,,,,5599,,Y,43,,,90Z,,,,09/01/1978,,,,HAZ WASTE VIOL,,Process Hazardous Waste Without Permit-1st Offense
ECL,,,27-0914,,,,,U,M,,,0,,,,5599,,Y,43,,,90Z,,,,09/01/1981,,,,HAZ WASTE VIO,,Unauthorized Hazardous Waste Transaction-1st Offense
ECL,,,27-0914,,03,,,E,F,,,0,,,,5599,,Y,43,,,90Z,,,,09/01/1981,,,,HAZ WASTE VIOL,,Unauthorized Dealing Hazardous Waste Previous Conviction
ECL,,,27-0914,,01,,,E,F,,,0,,,,5599,,Y,43,,,90Z,,,,09/01/1981,,,,HAZ WASTE VIOL,,Unauthorized Possession Hazardous Waste-Previous Conviction
ECL,,,27-0914,,03,,,U,M,,,0,,,,5599,,Y,43,,,90Z,,,,09/01/1981,,,,HAZ WASTE VIOL,,Unauthorized Dealing Hazardous Waste-1st Offense
ECL,,,27-0914,,02,,,E,F,,,0,,,,5599,,Y,43,,,90Z,,,,09/01/1981,,,,HAZ WASTE VIOL,,Unauthorized Disposal Hazardous Waste-Previous Conviction
ECL,,,27-0914,,,,,E,F,,,0,,,,5599,,Y,43,,,90Z,,,,09/01/1981,,,,HAZ WASTE VIOL,,Unauthorized Hazardous Waste Transaction-Previous Conviction
ECL,,,27-0914,,01,,,U,M,,,0,,,,5599,,Y,43,,,90Z,,,,09/01/1981,,,,HAZ WASTE VIOL,,Unauthorized Possession Hazardous Waste-1st Offense
ECL,,,27-0914,,02,,,U,M,,,0,,,,5599,,Y,43,,,90Z,,,,09/01/1981,,,,HAZ WASTE VIOL,,Unauthorized Disposal Hazardous Waste-1st Offense
ECL,,,27-0915,,,,,E,F,,,0,,,,6205,,Y,43,,,90Z,,,,,,,,HAZARD WSTE VIO,,Refuse Access Records/Premises-Hazardous Waste
ECL,,,27-0915,,,,,U,M,,,0,,,,6205,,Y,43,,,90Z,,,,,,,,HAZARD WSTE VIO,,Refuse Access Records/Premises-Hazardous Waste
ECL,,,27-0922,,,,,U,M,,,0,,,,5599,,Y,43,,,90Z,,,,,,,,WASTE OIL USE,,Prohibited Use Hazardous Waste Oil-1st Offense
ECL,,,27-0922,,,,,E,F,,,0,,,,5599,,Y,43,,,90Z,,,,,,,,WASTE OIL USE,,Prohibited Use Hazardous Waste Oil-Previous Conviction
ECL,,,27-0923,,,,,U,M,,,0,,,,5599,,Y,43,,,90Z,,,,07/10/1990,,,,HAZ WASTE VIOL,,Hazardous Waste Assessment Violation
ECL,,,27-0923,,,,,E,F,,,0,,,,5599,,Y,43,,,90Z,,,,07/10/1990,,,,HAZ WASTE VIOL,,Hazardous Waste Assessment Violation
ECL,,,27-1105,,01,,,U,M,,,0,,,,6205,,Y,43,,,90Z,,,,,,,,HAZARD WSTE VIO,,Operating A Hazardous Waste Facility Without Certificate-1st Offense
ECL,,,27-1105,,01,,,E,F,,,0,,,,6205,,Y,43,,,90Z,,,,,,,,HAZARD WSTE VIO,,Operating A Hazardous Waste Facility w/o Certificate:Prior
ECL,,,27-1309,,01,,,U,M,,,0,,,,6205,,Y,43,,,90Z,,,,,,,,HAZARD WSTE VIO,,Refuse Access To Records-Hazardous Waste
ECL,,,27-1309,,01,,,E,F,,,0,,,,6205,,Y,43,,,90Z,,,,,,,,HAZARD WSTE VIO,,Refuse Access To Records-Hazardous Waste
ECL,,,27-1505,,,,,,V,,,0,,,,5599,,N,43,,,90Z,,,,07/07/1989,,,,MED WASTE VIO,,Illegal Storage Medical Waste
ECL,,,27-1505,,,,,A,M,,,0,,,,5599,,N,43,,,90Z,,,,07/07/1989,,,,MED WASTE VIOL,,Illegal Storage Medical Waste-2nd Offense
ECL,,,27-1505,,,,,B,M,,,0,,,,5599,,N,43,,,90Z,,,,07/07/1989,,,,MED WASTE VIOL,,Illegal Storage Medical Waste
ECL,,,27-1507,,,,,B,M,,,0,,,,5599,,N,43,,,90Z,,,,07/07/1989,,,,MED WASTE VIOL,,Illegal Disposal Medical Waste
ECL,,,27-1507,,,,,A,M,,,0,,,,5599,,N,43,,,90Z,,,,07/07/1989,,,,MED WASTE VIOL,,Illegal Disposal Medical Waste-2nd Offense
ECL,,,27-1509,,,,,A,M,,,0,,,,5599,,N,43,,,90Z,,,,07/07/1989,,,,MED WASTE VIOL,,Illegal Transfer Medical Waste-2nd Offense
ECL,,,27-1509,,,,,B,M,,,0,,,,5599,,N,43,,,90Z,,,,07/07/1989,,,,MED WASTE VIOL,,Illegal Transfer Medical Waste
ECL,,,27-1511,,,,,B,M,,,0,,,,5599,,N,43,,,90Z,,,,07/07/1989,,,,MED WASTE VIOL,,Violation Medical Waste Standards
ECL,,,27-1511,,,,,A,M,,,0,,,,5599,,N,43,,,90Z,,,,07/07/1989,,,,MED WASTE VIOL,,Violation Medical Waste Stand-2nd Offense
ECL,,,27-1513,,,,,B,M,,,0,,,,5599,,N,43,,,90Z,,,,07/07/1989,,,,MED WASTE VIOL,,Violation Medical Waste Requirement
ECL,,,27-1513,,,,,,V,,,0,,,,5599,,N,43,,,90Z,,,,07/07/1989,,,,MED WASTE VIOL,,Violation Medical Waste Requirement
ECL,,,27-1513,,,,,A,M,,,0,,,,5599,,N,43,,,90Z,,,,07/07/1989,,,,MED WASTE VIOL,,Violation Medical Waste Req-2nd Offense
ECL,,,33-0701,,,,,U,M,,,0,,,,5599,,N,99,,,90Z,,,,09/01/1972,,,,PESTICIDE VIO,,Pesticide Registration Violation
ECL,,,33-1301,,,,,U,M,,,0,,,,5599,,N,99,,,90Z,,,,09/01/1972,,,,PESTICIDE VIO,,Pesticides-Commercial Violations
ECL,,,40-0107,,02,,,U,M,,,0,,,,5599,,Y,43,,,90Z,,,,07/26/1986,,,,HAZ WASTE VIOL,,Failure Register Storage Facility-1st Offense
ECL,,,40-0107,,02,,,E,F,,,0,,,,5599,,Y,43,,,90Z,,,,07/26/1986,,,,HAZ WASTE VIOL,,Failure Register Storage Facility-Previous Conviction
ECL,,,40-0109,,02,,,U,M,,,0,,,,5599,,Y,43,,,90Z,,,,07/26/1986,,,,HAZ WASTE VIOL,,Failure Provide Access To Storage Facility-1st Offense
ECL,,,40-0109,,02,,,E,F,,,0,,,,5599,,Y,43,,,90Z,,,,07/26/1986,,,,HAZ WASTE VIOL,,Failure Provide Access To Storage Facility-Previous Conviction
ECL,,,40-0111,,03,,,E,F,,,0,,,,5599,,Y,43,,,90Z,,,,07/26/1986,,,,HAZ WASTE VIOL,,Failure Notify Hazardous Waste Release-Previous Conviction
ECL,,,40-0111,,03,,,U,M,,,0,,,,5599,,Y,43,,,90Z,,,,07/26/1986,,,,HAZ WASTE VIOL,,Failure Notify Hazardous Waste Release-1st Offense
ECL,,,40-0111,,02,,,U,M,,,0,,,,5599,,Y,43,,,90Z,,,,07/26/1986,,,,HAZ WASTE VIOL,,Illegal Operation Hazardous Waste Facility-1st Offense
ECL,,,40-0111,,02,,,E,F,,,0,,,,5599,,Y,43,,,90Z,,,,07/26/1986,,,,HAZ WASTE VIOL,,Illegal Operation Hazardous Waste Facility-Previous Conviction
ECL,,,40-0115,,02,,,U,M,,,0,,,,5599,,Y,43,,,90Z,,,,07/26/1986,,,,HAZ WASTE VIOL,,Deliver Hazardous Substance Violation-1st Offense
